rater;page_id;bank;bank_category;product_family;language;url;screenshot_path;capture_quality;formality_score;clarity_score;rate_prominence;value_prop_clarity;accent_locations;text_image_layout;layout_archetype;mobile_first_design_signal;aida_attention;aida_interest;aida_desire;aida_action;persuasion_levers;Notes
claude;argenta_current_account_pack_fr_01;argenta;traditional;current_account_pack;fr;https://www.argenta.be/fr/formules.html;data/raw/argenta/current_account_pack_fr_01.png;ok;4;5;hero;4;buttons|text|icons;beside;split_columns;FALSE;FALSE;TRUE;TRUE;FALSE;;"a 3-column pricing/features comparison table (Green/Silver/Gold) dominates the whole page - no persuasion lever clearly matched, reads as a neutral fee table; aida_attention: cookie modal covers the top of the page"
claude;crelan_current_account_pack_fr_01;crelan;traditional;current_account_pack;fr;https://www.crelan.be/fr/particuliers/payer/comptes-vue/produit/economy-plus-pack;data/raw/crelan/current_account_pack_fr_01.png;ok;2;5;above_fold;4;buttons|text|background;overlaid;hero_stacked;FALSE;TRUE;TRUE;TRUE;TRUE;liking|reciprocity;"aida_desire: fairly factual page overall, leaned True mainly on the 'faire simple'/warm-imagery framing rather than a strong emotional payoff"
claude;bunq_current_account_pack_fr_01;bunq;challenger;current_account_pack;fr;https://www.bunq.com/fr-be/personal/plans/bunq-free;data/raw/bunq/current_account_pack_fr_01.png;ok;1;5;hero;3;background|buttons;beside;hero_stacked;TRUE;TRUE;FALSE;FALSE;TRUE;reciprocity;"capture quality concern: the screenshot is 15135px tall and roughly 90% of it between the hero and the footer is empty black space (likely a dark parallax/video section that didn't render statically) - aida_interest/aida_desire scored False mainly because there is almost no visible content to sustain either beyond the hero, not because the real page necessarily lacks it; worth re-capturing this page"
claude;belfius_current_account_pack_fr_02;belfius;traditional;current_account_pack;fr;https://www.belfius.be/retail/fr/produits/paiement/compte-bancaire/;data/raw/belfius/current_account_pack_fr_02.png;ok;2;4;above_fold;4;buttons|background|text;beside;card_grid;FALSE;TRUE;TRUE;FALSE;FALSE;reciprocity;"same capture issue as the bunq page: a large blank white gap (~8000px) between the pricing cards and the footer, likely unrendered content - lowers confidence on aida_desire/interest since little else is visible to judge"
claude;vdk_current_account_pack_fr_01;vdk;traditional;current_account_pack;fr;https://www.vdk.be/fr/particuliers/services-bancaires-au-quotidien/comptes-de-paiement/compte-vue-you-count;data/raw/vdk/current_account_pack_fr_01.png;ok;3;4;absent;3;text|buttons;beside;hero_stacked;FALSE;FALSE;TRUE;FALSE;FALSE;;"heavy capture-quality issue: a large cookie modal covers almost the entire visible content, and there is another big blank gap below it (same pattern as bunq/belfius) - nearly every column here is a low-confidence guess from the headline and the sliver of text peeking around the modal, not a real read of the page. Worth re-capturing after the cookie banner is dismissed."
claude;hellobank_current_account_pack_fr_01;hellobank;traditional;current_account_pack;fr;https://www.hellobank.be/fr/notre-offre/comptes-et-cartes/compte-all-in-gratuit;data/raw/hellobank/current_account_pack_fr_01.png;ok;2;4;hero;4;buttons|background|icons;beside;long_form;TRUE;TRUE;TRUE;TRUE;TRUE;reciprocity|social_proof;""
claude;cbc_current_account_pack_fr_01;cbc;traditional;current_account_pack;fr;https://www.cbc.be/particuliers/fr/produits/paiements/comptes-a-vue/compte-bancaire-gratuit.html;data/raw/cbc/current_account_pack_fr_01.png;ok;3;3;below_fold;3;buttons|icons|text;beside;hero_stacked;FALSE;FALSE;TRUE;TRUE;FALSE;reciprocity|social_proof;"same KBC-group template as the KBC pages (CBC is a KBC brand) - cookie modal covers the hero; aida_action: the itsme quick-open app path competes with the main account-opening CTA"
claude;keytrade_current_account_pack_fr_01;keytrade;challenger;current_account_pack;fr;https://www.keytradebank.be/fr/banque/keypack;data/raw/keytrade/current_account_pack_fr_01.png;ok;2;4;above_fold;4;buttons|background|icons;beside;long_form;TRUE;TRUE;TRUE;TRUE;TRUE;scarcity|reciprocity;"minor capture issue: 2 of the alternating feature sections ('5 cents de bonus', 'comptes communs') show as flat grey/teal blocks instead of the actual illustration, doesn't change the scoring here"
claude;beobank_current_account_pack_fr_01;beobank;traditional;current_account_pack;fr;https://www.beobank.be/fr/payer/comptes-courants/compte-go.html;data/raw/beobank/current_account_pack_fr_01.png;ok;3;4;above_fold;4;buttons|text|background;beside;long_form;FALSE;TRUE;TRUE;TRUE;TRUE;reciprocity|commitment;""
claude;argenta_investment_fr_03;argenta;traditional;investment;fr;https://www.argenta.be/fr/investir.html;data/raw/argenta/investment_fr_02.png;ok;3;3;absent;2;buttons|icons|text;beside;hero_stacked;TRUE;TRUE;TRUE;TRUE;TRUE;social_proof|authority;"educational/general investing page rather than one concrete product offer, hence the low value_prop_clarity/clarity_score"
claude;argenta_pension_fr_04;argenta;traditional;pension;fr;https://www.argenta.be/fr/investir/epargne-pension.html;data/raw/argenta/pension_fr_03.png;ok;3;3;absent;4;buttons|icons;beside;hero_stacked;TRUE;TRUE;FALSE;TRUE;TRUE;reciprocity;"aida_attention: hero headline is partly cut off by the cookie modal, judged from the visible fragment and the typical Argenta hero pattern seen on other pages"
claude;belfius_savings_account_fr_04;belfius;traditional;savings_account;fr;https://www.belfius.be/site/retail/fr/produits/epargner;data/raw/belfius/savings_account_fr_03.png;ok;2;2;absent;2;background|buttons|text;beside;hero_stacked;TRUE;TRUE;TRUE;TRUE;TRUE;liking;"same large blank-gap capture issue seen on other Belfius/bunq pages, below the first content block; general savings landing with topic tabs rather than one specific product offer"
claude;beobank_investment_fr_03;beobank;traditional;investment;fr;https://www.beobank.be/fr/investir.html;data/raw/beobank/investment_fr_02.png;ok;3;2;absent;2;buttons|text|background;beside;card_grid;FALSE;FALSE;TRUE;FALSE;FALSE;authority;"navigation-hub page (3-column mega menu of investment topics) rather than one product offer, pulling clarity/value_prop/aida_action down"
claude;beobank_mortgage_fr_04;beobank;traditional;mortgage;fr;https://www.beobank.be/fr/emprunter/prets-habitation/credit-hypothecaire.html;data/raw/beobank/mortgage_fr_03.png;ok;4;4;hero;4;buttons|background|text;beside;long_form;FALSE;TRUE;TRUE;TRUE;TRUE;reciprocity|authority;"rate_prominence: a live simulator with real TAEG/monthly-payment numbers sits right below the headline, the most numerically concrete rate display seen across these pages so far"
claude;beobank_pension_fr_05;beobank;traditional;pension;fr;https://www.beobank.be/fr/epargner/epargne-pension.html;data/raw/beobank/pension_fr_04.png;ok;4;4;absent;4;buttons|text;beside;hero_stacked;FALSE;TRUE;TRUE;FALSE;TRUE;reciprocity;"rate_prominence: only tax-reduction percentages (30%/25%) are shown, no product interest rate number, so scored absent rather than treating the tax figure as 'the rate'"
claude;beobank_savings_account_fr_06;beobank;traditional;savings_account;fr;https://www.beobank.be/fr/epargner.html;data/raw/beobank/savings_account_fr_05.png;ok;5;2;above_fold;2;buttons|text;beside;long_form;FALSE;FALSE;FALSE;FALSE;FALSE;;"this is a regulatory/rates-disclosure page ('Informations sur les taux et modalites'), not a marketing landing page - dense legal prose throughout (Rendement, Frais, Risques, Fiscalite, Plaintes sections), explaining the uniformly False AIDA scores and the empty persuasion_levers; a real interest-rate table IS present and fairly prominent, hence above_fold rather than absent"
claude;beobank_term_account_fr_07;beobank;traditional;term_account;fr;https://www.beobank.be/fr/epargner/epargne-long-terme.html;data/raw/beobank/term_account_fr_06.png;ok;4;3;absent;3;text|buttons;beside;card_grid;FALSE;FALSE;TRUE;TRUE;FALSE;authority;"page actually covers long-term life-insurance savings products (Branche 21/23), 3 options presented as a card grid rather than one single offer"
claude;bnp_paribas_fortis_investment_fr_04;bnp_paribas_fortis;traditional;investment;fr;https://www.bnpparibasfortis.be/fr/public/private-banking/investir;data/raw/bnp_paribas_fortis/investment_fr_03.png;ok;3;4;absent;4;buttons;stacked;card_grid;FALSE;FALSE;TRUE;TRUE;FALSE;authority;"cookie modal covers most of the hero; 3 investment-style cards (managed/advised/self-directed) plus an expert-editorial banner"
claude;cbc_investment_fr_03;cbc;traditional;investment;fr;https://www.cbc.be/particuliers/fr/placements.html?zone=topnav;data/raw/cbc/investment_fr_02.png;ok;3;2;absent;2;buttons;beside;card_grid;FALSE;FALSE;TRUE;FALSE;FALSE;authority;"pure content/navigation hub (dozens of article/topic tiles), no single product offer, same pattern as the other bank investment hub pages"
claude;cbc_pension_fr_04;cbc;traditional;pension;fr;https://www.cbc.be/particuliers/fr/epargne-pension.html?zone=topnav;data/raw/cbc/pension_fr_03.png;ok;4;3;absent;4;buttons|background;beside;long_form;TRUE;TRUE;TRUE;TRUE;TRUE;reciprocity;"a concrete '50 euros offerts' cash-bonus badge sits right below the hero and is the strongest attention hook seen on a pension page so far"
claude;cbc_savings_account_fr_05;cbc;traditional;savings_account;fr;https://www.cbc.be/particuliers/fr/epargner.html?zone=topnav;data/raw/cbc/savings_account_fr_04.png;ok;3;2;absent;2;buttons;overlaid;card_grid;FALSE;FALSE;TRUE;FALSE;FALSE;;"navigation hub (link tiles on darkened photo banners) rather than one savings product offer, same pattern as the CBC/Beobank investment hubs"
claude;crelan_mortgage_fr_03;crelan;traditional;mortgage;fr;https://www.crelan.be/fr/particuliers/emprunter/habitation/produit/pret-hypothecaire;data/raw/crelan/mortgage_fr_02.png;ok;4;3;absent;3;icons|buttons;beside;long_form;FALSE;TRUE;TRUE;TRUE;FALSE;authority|reciprocity;"no numeric rate is ever shown, only qualitative 'tarif preferentiel'/'taux avantageux' language, hence absent rather than a fold position"
claude;crelan_pension_fr_04;crelan;traditional;pension;fr;https://www.crelan.be/fr/particuliers/pension-et-succession;data/raw/crelan/pension_fr_03.png;ok;3;2;absent;2;text;stacked;card_grid;FALSE;FALSE;TRUE;TRUE;FALSE;;"severe capture-quality issue: the cookie modal covers the entire hero/headline, only a 2x2 grid of article tiles (pension planning, life insurance w/Allianz, inheritance, pension FAQ) is visible below it - almost every column here is a low-confidence guess from that grid alone, not a real read of the page's actual offer"
claude;crelan_term_account_fr_05;crelan;traditional;term_account;fr;https://www.crelan.be/fr/particuliers/epargner-et-investir/epargner/produit/comptes-terme;data/raw/crelan/term_account_fr_04.png;ok;4;4;above_fold;4;buttons|background;beside;long_form;FALSE;TRUE;FALSE;TRUE;FALSE;authority;"a full rate table by duration (2-10 years, gross/net %) appears just below the intro paragraph - the most concrete numeric-rate table seen so far; aida_desire scored False because the page balances the offer with an equally prominent 'Risques' section rather than persuasive framing"
claude;hellobank_investment_fr_03;hellobank;traditional;investment;fr;https://www.hellobank.be/fr/notre-offre/epargner-et-placer/commencer-a-investir;data/raw/hellobank/investment_fr_02.png;ok;3;4;absent;4;text|background|icons;stacked;hero_stacked;TRUE;TRUE;TRUE;TRUE;TRUE;commitment;"single product (FlexInvest) presented, from 30 euros/month, entry level investing for beginners"
claude;hellobank_savings_account_fr_04;hellobank;traditional;savings_account;fr;https://www.hellobank.be/fr/notre-offre/epargner-et-placer/compte-epargne;data/raw/hellobank/savings_account_fr_03.png;ok;4;4;hero;4;text|icons;stacked;long_form;TRUE;TRUE;FALSE;FALSE;TRUE;reciprocity;"rate (0.30% base + 0.20% loyalty premium) is the first two bullet points right under the headline, the earliest/most direct rate statement seen so far; aida_action False because opening the account requires calling the Hello Team rather than a single clear CTA button"
claude;ing_investment_fr_04;ing;traditional;investment;fr;https://www.ing.be/fr/particuliers/investir;data/raw/ing/investment_fr_03.png;ok;3;2;absent;3;buttons|icons|text;beside;card_grid;FALSE;TRUE;TRUE;FALSE;FALSE;authority;"navigation hub of investment topics/tiles rather than one offer; a ~900px blank gap appears mid-page (likely an unrendered app screenshot section)"
claude;ing_mortgage_fr_05;ing;traditional;mortgage;fr;https://www.ing.be/fr/particuliers/emprunter/pret-hypothecaire;data/raw/ing/mortgage_fr_04.png;ok;4;4;above_fold;4;buttons|icons;overlaid;long_form;TRUE;TRUE;TRUE;FALSE;TRUE;social_proof|reciprocity;"3 rate-formula cards (Variable/Combo/Traditionnelle) sit right below the hero with their own simulate CTAs, each competing for the same visitor"
claude;ing_pension_fr_06;ing;traditional;pension;fr;https://www.ing.be/fr/particuliers/pension;data/raw/ing/pension_fr_05.png;ok;3;4;absent;4;buttons|text;beside;hero_stacked;FALSE;TRUE;TRUE;FALSE;TRUE;social_proof|reciprocity;"no cookie modal blocking this capture, unlike most others; 3 separate CTA buttons across 2 related but distinct products (epargne-pension fund vs epargne a long terme) count as competing"
claude;kbc_investment_fr_03;kbc;traditional;investment;fr;https://www.kbc.be/particuliers/fr/placements.html?zone=topnav;data/raw/kbc/investment_fr_02.png;ok;3;2;absent;2;buttons;beside;card_grid;FALSE;FALSE;TRUE;FALSE;FALSE;social_proof;"same content-hub template as the CBC investment page (KBC group brand) - '50% des investisseurs' stat is the one social_proof signal"
claude;kbc_mortgage_fr_04;kbc;traditional;mortgage;fr;https://www.kbc.be/particuliers/fr/emprunter/logement/pret-hypothecaire.html?zone=topnav;data/raw/kbc/mortgage_fr_03.png;ok;4;3;absent;3;buttons|text;beside;long_form;FALSE;TRUE;TRUE;TRUE;TRUE;social_proof|reciprocity;"no numeric rate visible - rate topics only appear as collapsed FAQ item titles ('Taux fixe, taux variable...'); a named customer testimonial (Eva et Jean de Hal) is the social-proof signal"
claude;kbc_pension_fr_05;kbc;traditional;pension;fr;https://www.kbc.be/particuliers/fr/epargne-pension/moment-cle.html;data/raw/kbc/pension_fr_04.png;ok;2;2;absent;2;buttons|icons|background;beside;long_form;TRUE;TRUE;TRUE;FALSE;TRUE;liking|reciprocity;"this is a 5-step life-planning/editorial framework page ('Célébrez la liberté') rather than a concrete product offer - explains the low clarity/value_prop scores despite the strong lifestyle appeal"
claude;kbc_savings_account_fr_06;kbc;traditional;savings_account;fr;https://www.kbc.be/particuliers/fr/epargner.html?zone=topnav;data/raw/kbc/savings_account_fr_05.png;ok;3;2;absent;2;buttons;overlaid;card_grid;FALSE;FALSE;TRUE;FALSE;FALSE;;"same navigation-hub template as the CBC savings page (KBC group brand)"
claude;keytrade_investment_fr_03;keytrade;challenger;investment;fr;https://www.keytradebank.be/fr/investir;data/raw/keytrade/investment_fr_02.png;ok;4;3;below_fold;3;buttons|imagery;beside;card_grid;FALSE;TRUE;TRUE;TRUE;TRUE;authority;
claude;keytrade_savings_account_fr_04;keytrade;challenger;savings_account;fr;https://www.keytradebank.be/fr/banque/epargne;data/raw/keytrade/savings_account_fr_03.png;ok;5;2;below_fold;2;buttons|text;;long_form;FALSE;FALSE;TRUE;FALSE;FALSE;;"page reads as a regulatory transparency/disclosure document (rates+legal fine print) rather than a marketing page - no image anywhere so text_image_layout left null; low on aida_attention/desire and value_prop_clarity because it never actually pitches, just discloses"
claude;n26_investment_fr_03;n26;challenger;investment;fr;https://n26.com/fr-fr/investir-etf;data/raw/n26/investment_fr_02.png;ok;3;2;below_fold;2;buttons;beside;long_form;FALSE;TRUE;TRUE;FALSE;FALSE;;"this is an SEO educational guide article (ETF strategies, how-to) rather than a product pitch - the actual N26 account/investment offer only appears as pricing cards near the very bottom, so value_prop_clarity and aida_action score low even though the content itself is rich"
claude;n26_savings_account_fr_04;n26;challenger;savings_account;fr;https://n26.com/fr-fr/plan-d-epargne;data/raw/n26/savings_account_fr_03.png;ok;3;3;above_fold;3;buttons|imagery;beside;long_form;FALSE;TRUE;TRUE;TRUE;FALSE;liking;"unsure on rate_prominence: the '600€' shown in the hero reads as an illustrative savings-goal example, not a stated interest rate, so I scored above_fold on the assumption it still counts as the page's key number - could be wrong. Also unsure on aida_action: CTAs are segmented by product type (ETF/actions/fonds/livret) further down, which per the guide could count as TRUE, but a duplicate generic 'Ouvrir un compte' also appears in the hero before that segmentation, so I called it FALSE - could go either way. persuasion_levers: picked liking for the approachable tone/imagery, but the balanced 'Risques' section is really a transparency move Cialdini's six don't cleanly cover."
claude;vdk_pension_fr_03;vdk;traditional;pension;fr;https://www.vdk.be/fr/particuliers/epargner-et-investir/epargne-pension;data/raw/vdk/pension_fr_02.png;ok;3;3;absent;2;text|buttons;beside;hero_stacked;FALSE;TRUE;;;TRUE;;"severe capture defect: a large cookie-consent modal covers most of the hero, and everything below approx the first 500px is entirely blank/unrendered white space (same pattern as vdk_current_account_pack_fr_01 and crelan_pension_fr_04) - this looks like a site-wide vdk capture issue, not a one-off. aida_interest, aida_desire and persuasion_levers left blank because there is genuinely no content below the hero to judge them from. clarity_score/value_prop_clarity/mobile_first_design_signal are best-effort calls from the partial hero text/photo only ('Constituez [votre] pension po[ur plus] tard' + 'Prenez un rendez-vous' CTA) - low confidence given how little of the page is actually visible."
claude;vdk_savings_account_fr_04;vdk;traditional;savings_account;fr;https://www.vdk.be/fr/compte-depargne-rythme;data/raw/vdk/savings_account_fr_03.png;ok;3;2;absent;2;text|buttons;beside;hero_stacked;FALSE;FALSE;;;FALSE;;"same site-wide vdk capture defect as vdk_pension_fr_03: cookie modal covers most of the hero, everything below approx the first 500px is blank/unrendered. aida_interest, aida_desire and persuasion_levers left blank - no content below the hero to judge them from. No CTA button is visible in what remains of the hero (only text links about a disclosure document), so aida_action called FALSE; low confidence overall given how little is actually visible."
claude;vdk_term_account_fr_05;vdk;traditional;term_account;fr;https://www.vdk.be/fr/particuliers/epargner-et-investir/compte-terme;data/raw/vdk/term_account_fr_04.png;ok;3;3;absent;3;text|icons;beside;split_columns;FALSE;FALSE;TRUE;FALSE;FALSE;;"same site-wide vdk capture defect (cookie modal + blank page below ~first 900px), but slightly more content peeks through here than on the other two vdk pages: a 'Le Compte à terme, c'est...' intro plus a bullet feature list (from 200 euros, 1-10 year durations, taux fixe) visible in two side-by-side columns, hence layout_archetype called split_columns rather than hero_stacked - low confidence since only a sliver of the page is visible. No CTA button is visible in that sliver so aida_action called FALSE, but a button could exist just below what's rendered - genuinely can't tell."
